en,ko
I told you not to bite off more than you can chew.,욕심 내지 말라고 내가 너한테 말했잖아.
We have to be careful here that we do not compare apples and oranges.,우리는 이 지점에서 상관성이 없는 두 주제를 혼돈하지 않도록 신중해야 합니다.
"When my car didn't start, my friend took a look and said that its due to a dead battery.","내 차가 시동을 걸리지 않아서, 내 친구 내려서 살짝 보더니 배터리가 다 돼서 그렇다고 말했어. 내 생각에 그가 정확히 맞는 말은 한 것 같았어."
She is two-faced.,그녀는 양면적이다.
"Even though we won’t see each other for six months, let’s try to keep in touch.","비록 우리가 6개월 동안 만나지 못하겠지만, 앞으로도 계속 연락하면서 지내요."
She makes all the big decisions when it comes to finances. We all know who wears the pants in that family.,재정 문제에 관해서는 그녀가 모든 중요한 결정을 내린다. 그 가족에서 누가 대장인지 우리 모두 알아.
What happened today was like a perfect storm.,오늘 일어난 일은 최악의 시나리오였다.
I'm not going on a wild goose chase to satisfy your curiousity.,당신의 호기심을 충족시키기 위해 헛수고하지 않을 거예요
He was no competition for me. It was like apples and oranges.,그는 나랑 비교할 게 없어. 완전히 다른 거야.
This venture is going to be sink or swim.,이 모험은 성공을 거두거나 완전히 실패할 것입니다.
He never speaks up for himself. He is such a wimp.,그는 절대로 자신을 대변하지 않습니다. 그는 정말 약삭빠릅니다.
My neighbor is always looking out her window and keeping tabs on me.,제 이웃은 항상 창밖을 내다보고 저를 감시합니다.
Wrap your head around something,머리를 무언가에 감아라
Over my dead body.,절대 안돼.
"I felt so sleepy after my lunch, I decided to grab 40 winks.",점심 먹고 난 후 너무 졸려서 잠깐 낮잠을 자려고 했다.
Add insult to injury,엎친 데 덮친 격이다
He's a chip off the old block.,부전자전이네.
Tom is a real prankster. He is always pulling someone's leg. ,톰은 정말 짓궂다. 그는 항상 누군가를 속여 먹는다.
"When she came onto the stage, the crowd went bananas.","그녀가 무대에 올랐을 때, 관중들은 열광했습니다."
I just can't wrap my head around us spendinng $500 a month on a fortune teller.,우리가 점쟁이한테 한 달에 500불이나 썼다는 게 도무지 이해가 안가.
It never rains it only pours.,설상가상이다.
I finally sold my jalopy and bought a new car.,마침내 내 낡은 차를 팔고 새 차를 샀습니다.
This version of model is not provided for the time being.,당분간 이 버전의 모델은 제공되지 않습니다.
"The man paid the doctor $1000.00 to fix his problem, but he still had a lot of pain. I think that doctor is a quack.","그 남자는 문제를 고치기 위해 의사에게 1000달러를 지불했지만, 그는 여전히 많은 고통을 받았습니다. 저는 그 의사가 돌팔이라고 생각합니다."
But they're leaping out of the frying pan and into the fire.,하지만 그들의 상황은 갈수록 태산이다.
"Even though he was involved in the bank robbery, he squealed on his partner so that he wouldn't have to go to jail.","그는 은행 강도 사건에 연루되었음에도 불구하고, 그가 감옥에 가지 않기 위해 그의 파트너에게 소리를 질렀습니다."
"The devil is in the details, and we don't want to miss anything that could come back to bite us.",혹시 놓치고 있는 부분이 나중에 독으로 작용 할 수도 있으니까 제대로 읽어야 해.
"My love, I'll go the whole nine yards for you.","내 사랑, 당신을 위해서 뭐든 할게."
He was fired and received a pink slip on Friday and will not be showing up for work on Monday.,그는 퇴직 통지서를 받았어. 그래서 금요일에 해고되고 월요일에 출근하지 않을 거야.
I don't understand why people go bananas for this kind of stuff.,사람드이 왜 이런 것들에 정신을 못 차리는 지 이해를 못하겠어.
Get something out of your system,시스템에서 무언가를 제거하십시오
My son won first prize at his school science fair! He's a chip off the old block.,우리 아들이 학교 과학 박람회에서 1등을 했어! 부전자전이네.
He has bigger fish to fry.,그에게는 더 중요한 일이 있다.
The whole deal was put on ice when the stock market fell sharply.,주식 시장이 가파르게 하락했을 때 전 거래가 보류 되었다.
He’s making money hand over fist.,그는 일확천금을 벌고 있어요.
I didn’t expect the movie to have that sort of ending. It knocked me for a loop.,영화에 그런 결말이 나올 줄은 몰랐어요. 정말 깜짝 놀랐어요.
"I ran out of gas so my car stopped, and to make matters worse, I didn't have my cellphone.","기름이 없어서 차가 멈췄는데, 설상가상으로 휴대 전화도 갖고 있지 않다."
I wouldn’t put it past her to talk about me behind my back.,저는 그녀가 제 이야기를 뒤에서 하는 것을 잊진 않을 겁니다.
He was given the cold shoulder in the team.,그는 팀에서 무시 당했어.
"Try to finish what you can, but don't bite off more than you can chew.",끝낼 수 있을 만큼만 하고 너무 무리하지 마.
I was so upset when she insulted me last week. I want to get even with her.,지난 주 그녀가 나를 모욕했을 때 정말 화가 났어. 그녀에게 복수하고 싶어.
His job is for the birds.,그의 직업은 형편없다.
Let the cat out of the bag,무심결에 비밀을 누설하다.
We managed to complete the project on time by the skin of our teeth.,우리는 간신히 프로젝트를 제 시간에 마칠 수 있었습니다.
"If you study hard in school, in the long run, you will be successful.","학교에서 열심히 공부한다면, 결국에는 성공할 거에요."
It cost an arm and a leg to fix the stove.,난로를 고치는데 돈이 많이 들었습니다.
"He's on thin ice now, you know?",이제 멀더는 살얼음판에 서 있지.
"Cheer up, better late than never.","힘내, 안하는거 보다는 낫잖아."
I was just told that I will be promoted to vice-president but nobody knows about it yet. Please don't tell anyone and keep it on the q.t.,방금 부사장으로 승진한다는 소식을 들었는데 아직 아무도 모르고 있습니다. 아무한테도 말하지 말고 비밀로 해주세요.
"I saw her the day before, she looked right as rain.","전날 그녀를 봤었는데, 그녀는 완전 팔팔해보였어."
I racked my brain to remember who I was supposed to call back.,나는 내가 누구에게 다시 전화해야 하는지 기억하려고 머리를 짜냈습니다.
"I was so upset last night, that I drowned my sorrows at the bar.",어젯밤에 너무 화가 나서 바에서 슬픔에 잠겼습니다.
you need to bite the bullet.,울며 겨자 먹기.
"Once, we had gone on a hike during the dog days of summer. It was a tough task, but it tested our endurance to the limit.","한번은, 우리는 여름의 복날에 하이킹을 갔습니다. 그것은 힘든 일이었지만, 그것은 우리의 인내심을 한계까지 시험했습니다."
I am glad that I am working again and making money. I finally got out from under my bills.,나는 다시 일하고 돈을 벌게 되어 기뻐. 나는 마침내 내 빚에서 벗어난 것 같아.
"There are others waiting to grab an opportunity like this. If you don't act fast, you are going to miss the boat.",이런 기회를 잡으려고 기다리는 다른 사람들이 있다. 빨리 행동하지 않으면 기회를 놓칠 것이다.
"Mark and I got engaged last night but don't spill the beans to anyone, I want to tell mom and dad in person tomorrow night.​","마크랑 나는 어젯밤 약혼했지만 아무한테도 얘기하지마, 오늘밤에 엄마아빠한테 내가 직접 얘기할거야."
"In today's digital age, many families may think it costs an arm and a leg to keep youngsters happy, occupied, and healthy.",디지털 시대인 현대 사회에서 많은 가정들은 아이들을 즐거우며 푹 빠지게 하고 건강을 유지하게 하기 위해선 많은 돈이 들거라고 생각한다.
I heard through the grapevine that you are pregnant. Is that true?,당신이 임신했다는 소식을 들었거든요. 사실인가요?
"There were so many students signing up at registration, I didn’t know if I was coming or going.",등록하는 학생들이 너무 많아서 내가 오는지 오는지 알 수가 없었어요.
"Your guess is as good as mine, who will be the new CEO.",누가 새로운 CEO가 될지 저도 모르긴 마찬가지네요.
"When he got caught stealing the money from the bank, he realized that soon he would have to face the music.","그가 은행에서 돈을 훔치다 붙잡혔을 때, 그는 곧 음악을 직면해야 할 것이라는 것을 깨달았습니다."
"My first solo piano recital is tomorrow evening, I already have butterflies in my stomach.","첫 번째 피아노 독주회는 내일 저녁인데, 나는 벌써부터 마음이 두근 거립니다."
Flake helps break the ice when I am interviewing.,플레이크는 내가 인터뷰 할 때 어색하지 않게 도와줘요.
"Even though the bully was twice his size, the boy wasn't afraid and was able to stand up to him.","그 불량배가 자신의 두 배나 컸음에도 불구하고, 그 소년은 두려워하지 않았고 그에게 맞설 수 있었습니다."
Many students burn their bridges while preparing for that entrance exams.,많은 학생들이 배수진을 치고 입학 시험을 준비한다.
"He is a nice person, but with some of the foolish things he does, I think he's not playing with a full deck.","그는 좋은 사람이지만, 그가 하는 어리석은 행동들로 인해, 저는 그가 정상적이지 않다고 생각합니다."
What are you trying to get at?,뭘 말하려는 거야?
He is such a blabbermouth that there is no way Bob will be surprised for his party.,그는 입이 너무 싸서 밥이 파티에 놀랄 일이 없습니다.
She had to make her own way in the world after leaving her parents' home.,그녀는 부모님의 집을 떠난 후에 자신 만의 길을 만들어야만 했습니다.
"Sales have been very slow this season, and it seems like it’s going from bad to worse.",판매는 이번 시즌에 매우 둔한 것 같다. 그리고 악화되는 중이다.
"Even though he had lost the match, he had gained in experience and was now more confident. Every cloud has a silver lining.","그는 경기에서 졌지만, 경험과 자신감이 생겼다. 고생 끝에 낙이 오니까."
"As soon as he turned eighteen years old, he flew the coop.","그가 열 여덟 살이 되자마자, 그는 갑자기 떠났어요."
I'm under the weather.,몸이 안 좋아.
"After two years of successful performances, the band went down in flames over disagreements between the members.","2년간의 성공적인 공연 후, 밴드는 멤버들 사이의 의견 차이로 인해 망했습니다."
"To  make a long story short, I lost my job at the factory.","간단히 말해서, 나 공장 일자리를 잃었어."
This joke never gets old.,이 농담은 언제 들어도 재밌네.
"I cleaned the whole house. When she told me that I had to clean the garage too, I finally put my foot down.","저는 집 전체를 청소했습니다. 그녀가 차고도 청소해야 한다고 했을 때, 나는 결국 강력하게 반대했습니다."
I insist that we go Dutch.,더치페이하자.
I think it's a piece of cake to me.,뭐 편하게 해도 될 거 같아요.
She still holds a grudge and will not speak to him.,그녀는 여전히 꿍해 있고 그와 말을 하지 않을 것입니다.
"Balancing work and school can be murder, but she's determined to complete her degree.","일과 학교의 균형을 맞추는 것은 어려울 수 있지만, 그녀는 학위를 마치기로 결심했습니다."
a picture is worth a thousand words.,천 마디의 말보다 한 번 보는 것이 더 낫다.
free tickets just fell into my lap. ,공짜표가 생겼어.
"It was so hard to deal with this company, but the South Korean one, it was a piece of cake.","이번 회사랑은 정말 힘들었는데, 한국회사랑은 진짜 쉬웠었어."
It's hard to break the ice.,어색한 분위기를 푸는 건 힘들어.
You always need to read contracts; the devil is in the detail,항상 계약서를 잘 읽어볼 필요가 있어; 문제는 세부사항 속에 숨어 있어.
"Since he is putting in more hours at work, his financial situation is looking up.","그는 회사에서 더 많은 시간을 보내고 있기 때문에, 그의 재정 상황은 나아지고 있습니다."
"I wonder about the Jack Hoffman, he remained so poor his entire life before he discovered the business of gold mining, it never rains but it pours.",저는 잭 호프만에 대해 궁금합니다. 그는 금 채굴 사업을 발견하기 전까지 평생 가난하게 지냈습니다. 좋은 일이든 나쁜 일이든 한 꺼번에 일어나네요.
"I’m not sure when I will arrive at the restaurant, so let’s play it by ear.",레스토랑에 언제 도착할 지 정확하지 않으니까 상황에 맞게 하자.
I think he cut corners on the music and photography.,제 생각에는 음악이랑 사진은 뺀 것 같아요.
"You seem pretty serious, A penny for your thoughts?","너 꽤 심각해 보이는데, 무슨 생각하고 있어?"
"I panicked when he said the test was tomorrow, but then I realized he was just pulling my leg.","그가 내일이 시험이라고 했을 때, 나는 깜짝 놀랐으나 곧 그가 나한테 장난치고 있다는 것을 깨달았다."
"She was accepted into the university, but she knew all along that she’d get in.","그녀는 대학에 합격했지만, 그녀는 줄곧 그녀가 입학할 것이라는 것을 알고 있었습니다."
He played hooky from work so that he can do things around his house.,그는 집 주변에서 일을 할 수 있도록 직장에서 장난을 쳤습니다.
"If you are not hungry, don’t keep on eating.","만약 여러분이 배고프지 않다면, 계속 먹지 마세요."
"Even though you tried to fix the toy and couldn't, let me take a crack at it.","비록 당신이 그 장난감을 고치려고 노력했지만 못 고쳤더라도, 제가 한번 해볼게요."
I hit the ceiling when I found out she broke my computer.,내 컴퓨터를 망가뜨렸다는 걸 알고 나서 나는 분노로 가득 찼어.
"With the same strong physique as his father, Gary is clearly a chip off the old block.","게리가 아버지와 똑같이 체격이 건장한 걸 보면, 확실히 부전자전인 것 같아."
"Even though we all heard about John's accident, it was nice to hear about it from John himself. We finally heard it straight from the horse's mouth.","우리 모두 존의 사고 소식을 들었지만, 존 자신으로부터 그 소식을 듣게 되어 반가웠고, 결국 당사자에게 직접 듣게 되었습니다."
I heard that you have rejected my proposal. I’m upset and have a bone to pick with you.,저의 제안을 거절하셨다고 들었습니다. 저는 당신에게 따질 일이 있습니다.
I told my boss a white lie and said that I was sick yesterday when I actually wasn't.,나는 상사에게 선의의 거짓말을 하고 어제는 아프다고 했는데 사실은 그렇지 않았어요.
"I'm sorry that you broke your bicycle, Tom. But there is nothing that can be done now. Don't cry over spilled milk. ","톰, 네가 네 자전거를 고장 냈다니 참 안됐군. 그래도 어쩔 수 없지 않나. 엎지른 물일세."
He is the funniest person I know; he always keeps me in stitches.,그는 내가 알고 있는 가장 재미있는 사람이에요. 그는 항상 나를 웃게 만들어.
"Further investigations into that matter would surely bring to light a lot of controversial decisions, so past governments have just let sleeping dogs lie.","그 문제에 대한 추가 조사는 분명히 많은 논란의 여지가 있는 결정들을 드러낼 것이기 때문에, 과거 정부들은 긁어 부스럼 일으키지 않도록 합니다."
I needed to use a lot of elbow grease to get the dirt off the floor.,바닥의 때를 제거하기 위해 청소에 많은 힘을 써야 했습니다.
Mercedes jumped on the bandwagon and introduced its own version of the SUV.,메르세데스는 유행을 따라 그들만의 SUV 버전을 선보였습니다.
These new shoes set me back $200.,이 신발을 사려면 200달러가 들었어요.
I am still looking for ways to cut corners and save money on this vacation.,저는 아직도 이번 휴가때 비용절감 할 방법을 찾고 있어요
You should expand your business now. You need to strike while the iron is hot. ,넌 지금 사업을 확장해야 해. 물 들어올 때 노 저어라.
"You beat around the bush, perfectly.",완곡한 거부를 해주셨습니다.
"He needs more money, so he is going to take the bull by the horns and ask for a raise.","그는 돈이 더 필요하기 때문에, 강하게 행동으로 옮겨 월급을 올려달라고 요구할 것입니다."
my god! pull yourself together!,이럴 수가! 정신 좀 차려!
Our company is in the red and may be going out of business.,우리 회사는 적자 상태이며 경영이 어려울 것 같습니다.
I miss the neighbor who passed away last year.,작년에 돌아가신 이웃이 그립습니다.
He stays home and raises the children and she brings home the bacon.,그는 집에 머물며 아이들을 키우고 그녀는 밥벌이를 합니다.
Mark just won the same race his father won twenty years ago; he's a chip off the old block.,마크는 그의 아버지가 20년 전에 이겼던 바로 그 경주에서 이겼습니다. 그는 아버지를 쏙 빼 닮았네요.
"Even though he thought he was going to be terminated from his job, he kept a stiff upper lip.",직장에서 해고될 거라고 생각했음에도 불구하고 그는 단호한 태도를 유지했습니다.
"The judge found him guilty, and he was sent up the river for 5 years.",판사는 그를 유죄로 인정하고 5년간 복역하게 했다.
"I am getting a bit tired now, so let's call it a day.","이제 저는 좀 피곤해지고 있어요, 여기서 그만 끝낼게요."
"Unless you want to be violently ill for days, get the flu shot now. An ounce of prevention is worth a pound of cure, you know.",며칠 동안 심하게 앓고 싶지 않다면 독감 주사를 지금 맞아. 호미로 막을 걸 가래로 막지 말고 말이야. 알면서 왜그래.
Easy does it. It's fragile!,깨지기 쉬우니 조심해서 다뤄라
You can say that again.,완전 공감이야.
"As they say, don't count your chickens before they're hatched, because a week is a long time in politics and 2009 is an eternity.",그들이 말한 것처럼 김칫국부터 마시지 마라. 왜냐하면 일주일은 정치계에서 긴 시간이고 2009년은 긴 시간이다.
"Most fans support the team after its last six winning matches, and they will be there rain or shine in its next fixtures.","대부분의 팬들은 마지막 6번의 승리 경기 후에 그 팀을 응원하고, 그들은 다음 경기에서 비가 오든 비가 오든 비가 오든 갈 것입니다."
"The three o'clock train foing down the valley gave him a sad feeling, as if he had a bufferfly in his stomach.",3시 기차가 계곡 쪽으로 내려가는 중에 그는 슬픈 감정을 느꼈다. 마치 그의 마음 속에 나비가 펄럭이듯이.
Cookinng a decent meal isn't rocket sience if you follow a recipe.,만약 레시피를 따르면 괜찮은 식사를 만드는 건 어렵지 않아요.
"Its not that the two parties have finally agreed over the issue, its just that they have let sleeping dogs lie and things continue as they are.","양당이 이 문제에 대해 최종적으로 합의한 것이 아니라, 긁어 부스럼 만들지 않고 그대로 일이 계속된다는 것입니다."
Who did you go steady with in high school?,고등학교 때 누구와 굳은 연애를 했어요?
He took me out to dinner and paid for everything. He was very sporty with his money.,그는 나를 저녁 식사에 초대했고 모든 것을 지불했습니다. 그는 돈에 매우 관대한 사람이었습니다.
She always seems to find fault with any of my friends.,그녀는 항상 내 친구들 중 누구라도 흠을 잡는 것 같습니다.
Sitting in traffic for 5 hours really got my goat.,교통 체증 속에 5시간이나 앉아 있자니 정말 짜증이 났어요.
I can't wait to sink my teeth into this exciting new project.,저는 이 흥미진진한 새 프로젝트에 빨리 몰두하고 싶습니다.
you should play it by ear.,그때 상황 봐서 결정해.
"She had plenty of food at the party, so everyone ate a lot.",파티에 음식이 풍부하게 준비되어 있었어. 그래서 모두가 많이 먹었어요.
fried chicken never gets old.,치킨은 절대 질리지 않아.
I'm bushed. I'll hit the sack.,피곤해서 잠 좀 자야겠어.
I've got to hand it to you. Your idea to open a store in this location was great.,꼭 전해드려야겠어요. 이 지역에 가게를 차리겠다는 아이디어는 훌륭했어요.
"If the electricity goes out during the birthday party, don't worry; I've got something up my sleeve.",생일 파티 중에 전기가 나가도 걱정하지 마세요. 제가 뭔가를 준비하고 있으니까요.
"Don't cry over spilt milk,the egg is cracked.",엎지러진 물이야. 후회해도 소용없다.
The teacher was flogging a dead horse when he lectured the students about the dangers of too much technology. They were glued to their smartphones while he spoke.,"선생님이 학생들에게 지나치게 많은 기술들의 위험성에 대해 강의 하고 있었을 때, 그건 헛수고 하고 있었어. 그가 말하는 동안 학생들은 스마트폰에 달라붙어 있었습니다."
It's a piece of cake because I am a sewist.,누워서 떡먹기지 왜냐하면 나는 취미가 바느질이거든.
She's very handy around the house.,그녀는 집안일을 아주 잘 한다.
Yeah. I've been feeling under the weather recently.,어 요새 컨디션이 안 좋네
I could always count on my best friend.,저는 항상 저의 가장 친한 친구를 의지할 수 있었습니다.
You're sending me on a wild goose chase.,너는 나를 헛수고 하게 하고 있어.
"Imagine you're living with a weasel. Doesn't sound easy, does it?",족제비가 나랑 같이 산다? 쉽지 않을걸요?
"Through it may be a wild goose chase, I won't stop.","비록 이게 헛수고 라고 할지라도, 난 멈추지 않을 거야."
"You didn't get the job, but every cloud has a silver lining.","일자리는 얻지 못했지만, 좋은 일도 있을 테니까 너무 절망하지마."
"The economy is in tatters. People want everything to improve right away, but it's always darkest just before the dawn, so things will get worse before they get better.","경제가 너덜너덜합니다. 사람들은 모든 것이 즉시 개선되기를 원하지만, 항상 동트기 직전이 가장 어두워서 상황이 나아지기 전에 더 나빠질 것입니다."
But after 42 years of doing expeditions all over the world one has learned not to cry over spilt milk.,하지만 세계는 하나의 전역을 하고 탐험의 42년 만에 엎지른 우유에 울면 안된다는 걸 배웠다.
I waited outside the boss's office until the coast was clear.,"나는 보스의 사무실 앞에서 대기했었는데, 상황이 안전해질 때까지 기다렸다."
"In any negotiation, the devil is in the detail.",어떤 협상이라도 사소한 부분이 전체 결과를 좌지우지 하게 될 수 있습니다.
However she is indecisive and can change her mind about something at the drop of a hat.,그러나 그녀는 우유부단하여 어떤일에대하여 언제라도 마음을 바꿀수 있다.
It turned out being a greasy spoon.,알고보니 엄청 싸구려 식당이였다.
"I though Jane and I were friends, but lately I've been getting the cold shoulder.","나는 제인과 내가 친구라고 생각했지만, 최근에 그녀는 나에게 쌀쌀맞게 굴고 있어."
That's just peachy! I will go run some errand and come back.,아주 좋네요! 근처에 심부름 좀 보러 갔다가 다시 올게요.
"He keeps trying to get his manuscripts published, but I think he is flogging a dead horse.","그는 원고를 출판하려고 계속 노력하지만, 저는 그가 헛수고를 하고 있다고 생각합니다."
"When Scott argued with our CEO, it was the final straw.","스캇 씨가 대표이사님과 언쟁을 벌였을 때, 참을 만큼 참은 거였어요."
"After providing services for more than 30 years to NASA, Bill Scot decided to call it a day.","30년 이상 나사에 서비스를 제공한 후, 빌 스코트는 오늘을 끝내기로 결정했습니다."
"The economy'so bad, I only make a sale once in a blue moon.",경기가 안 좋아서 거래가 가뭄에 콩 나듯 있어요.
"You may be feeling tired and sleepy now, but with a good night's rest, you will feel fit as a fiddle in the morning.","여러분은 지금 피곤하고 졸릴지도 모르지만, 밤에 푹 쉬면, 아침에 아주 건강해질 것입니다."
I heard that you got lost on your way home last night. Where did you end up?,"어젯밤에 집에 가는 길에 길을 잃었다고 들었는데, 어디로 갔습니까?"
"Even though I never took my eyes off the jewelry counter, someone stole a watch right under my nose.",나는 보석 진열대에서 눈을 떼지 않았음에도 불구하고 누군가가 내 코 아래에서 시계를 훔쳤어요.
I buttered up my boss before I asked him for the upcoming holiday.,나는 상사에게 다가오는 휴가에 대해 물어보기 전에 그에게 아부를 했습니다.
After big success he gave the cold shoulder to her.,크게 성공한 다음에 그가 그녀에게 차갑게 대했어.
The Tsunami came as a bolt from the blue and destroyed everything in it's way.,쓰나미는 갑자기 찾아와 모든 것을 파괴했습니다.
"I cannot do this all alone, neither can you – it takes two to tango.","혼자서는 할 수 없고, 당신도 할 수 없습니다. 손뼉도 마주쳐야 소리가 납니다."
"If you have bigger fish to fry, you should take time to solve it.","더 중요한 일이 있다면, 너는 그 문제를 시간을 가져야 해."
"Don't worry, this job interview will be a piece of cake for you. ","걱정마, 너한텐 이 면접 진짜 아무것도 아닐껄."
She has the gall to look down on me?,그녀는 뻔뻔하게 나를 경멸한다고요?
"Thanks for the invite, but could I take a rain check?",초대해 줘서 고맙지만 다음으로 미루면 안 될까?
"To kill two birds with one stone for me today or this weekend is that I get to spend time with my sister Karen and the other thing is that I am here for the inauguration, so it's wonderful. I can kill two birds with one stone.",일석이조야. 주말에 워싱턴 DC에 사는 여동생 Karen과 좋은 시간을 보낼 수 있고 또 21일 월요일에는 바락 오바마 대통령의 집권 2기 취임식에도 참석 할 수 있어.
I decided to burn my boats and move to America.,나는 돌아올 길을 아예 막아 놓고 미국으로 떠나기로 결심했어.
"After everyone left the party, I was let high and dry to clean up.",파티가 모두 떠나고 나 혼자 청소를 해야 했어요. 나 혼자 맡겨져 있었어.
Do you have bigger fish to fry?,더 중요한 일이 있나요?
That's just sour grapes.,그냥 오기 같아 보여.
I feel fit as a fiddle. ,더할 나위 없이 건강한 느낌이에요.
Teaching teenagers to drive responsibly is like knocking my head against a wall.,십대들에게 책임감 있게 운전하라고 가르치는 것은 무의미한 시도를 하는 것과 같아요.
The team held on by the skin of their teeth to win the crucial match.,그 팀이 결정적인 경기에서 가까스로 승리를 거머쥐었다.
Tom used to be fit as a fiddle. Look at him now! ,톰이 예전에는 원기 왕성했는데 말이야. 요즘의 그를 보라고!
"May I? Look, whatever differences you and I have, they'll keep. Right now we've got bigger fish to fry.",말 좀 해도 돼요? 우리 사이의 문제는 우선 잊어요. 지금은 우리 코가 석자에요.
They're living hand to mouth since the father lost his job.,그들은 아버지가 실직한 이후 생계를 유지하고 있습니다.
"My wife didn't want to take the job, but I egged her on.","아내는 그 일을 맡으려 하지 않았지만, 저는 아내에게 부탁했습니다."
He has a lot of guts to stand up to management.,그는 경영진에 맞서 설 수 있는 용기가 많다.
A penny saved is a penny earned.,티끌모아 태산이다.
The guy should have gone all out to achieve his destiny. He would have been married to the love of his life had he showed some courage back then. Fortune favours the bold.,그 남자는 자신의 운명을 이루기 위해 전력을 다했어야 했습니다. 그가 그때 용기를 보여줬더라면 그는 사랑하는 사람과 결혼했을 것입니다. 행운은 용감한 자의 편이다.
"John thought he knew how to take care of the garden, but he killed all the flowers. A little knowledge is a dangerous thing.",존은 정원 손질에 대해 알고 있다고 생각했는데 꽃을 모두 망가뜨리고 말았다. 선 무당 사람 잡는다는 말과 같다.
"My brother is an early riser, but he runs at sunrise, come rain or shine.","내 동생은 일찍 일어나는 사람이지만, 비가 오나 눈이 오나 해가 뜨면 달려갑니다."
Don't blame me for the argument. It takes two to tango! You are equally responsible.,그 논쟁에 대해 저를 탓하지 마세요. 손뼉도 마주쳐야 소리가 납니다! 당신도 똑같이 책임이 있습니다.
I am afraid that he might have spilled the beans.,그가 말했을 수도 있을 거 같아서 무서워.
"I was planning to ask you in for a brandy, but if you want to take a rain check, that's fine.","브랜디 한 잔 부탁하려고 했는데, 다음 기회로 미루고 싶으면 괜찮아요."
Ph. D's are a dime a dozen in korea.,한국에는 박사 학위를 가진 사람들이 흔해 빠졌다.
He was a fly-by-night car dealer.,그는 한몫 챙기려고만 하는 차 딜러에요.
The boy had his heart set on getting a puppy.,그 소년은 강아지를 갖기로 마음먹었습니다.
The horror movie was so intense that it made my hair stand on end.,그 공포영화는 너무 강렬해서 머리가 곤두섰습니다.
She doesn't want to take the red pill. She thinks ignorance is bliss. ,그녀는 불편한 진실을 알게 해 주는 빨간 약을 먹고 싶어 하지 않아. 그녀는 모르는 게 약이라고 생각하거든.
They want the best of both worlds- sport and luxury in one car.,그들은 두가지를 다 갖고 싶어 해요. 차 한대에 스포츠와 럭셔리라뇨.
"My friend said he's treat me to lunch, but I know him too well. There is not such thing as a free lunch with him.","내 친구가 점심을 사겠다고 했지만, 나는 걔를 너무 잘 알아. 걔 사전엔 공짜는 없지."
She is saving all her money so that one day she can get ahead.,그녀는 돈을 모아서 언젠가는 앞서 나갈 수 있기를 희망해.
"Well, tell me to break a leg.","음, 나에게 행운을 빌어줘."
"I'm sorry. I'm too busy today, I'll have to take a rain check.",미안해. 오늘은 너무 바빠. 다음에 하자
I'll take a rain check on that.,다음 기회로 미뤄도 될까요?
My sister became as white as a ghost when she saw the man at the window.,내 여동생은 창문에 있는 남자를 보고 귀신같이 하얗게 질렸다.
His father doesn't want him to go to a faraway university. It doesn't sit right with him.,그의 아버지는 그가 멀리 있는 대학에 가는 것을 원하지 않습니다. 그것은 그와 맞지 않습니다.
Comparing a neighborhood grocery and a giant supermarket is just like comparing apples and oranges.,동네 식료품 잡화점과 거대 슈퍼 마켓을 비교하는 것은 터무니 없는 비교이다.
We wanted to make our home look spic and span for the holiday party. We spent days sprucing it up.,우리는 연말 파티를 위해 우리 집을 정돈하고 싶었습니다. 우리는 몇 일 동안 정돈했어요.
I was so mad when I heard that she was making up stories about me that I was beside myself.,그녀가 나에 대한 이야기를 꾸며낸다는 말을 들었을 때 나는 너무 화가 나서 정신이 없었습니다.
I don't want to buy my computer from that store. It's a fly-by-night company; they may not be in business next year.,"내 컴퓨터를 그 가게에서 사고 싶지 않아요. 그것은 빨리 한몫 잡을 생각만 하는 회사인데, 내년에는 영업하지 않을 수도 있어."
Racism in America is the elephant in the room.,미국에서 인종차별은 금기시되는 주제다.
"I felt a bit embarrassed about what I said, and it goes to show that you can't judge a book by its cover.","나는 내가 말한 것에 대해 다소 당혹스러우며, 겉모습만 보고 판단하지 말라는 것을 증명한다."
"I haven’t eaten all day, and I think I am going to pass out.",하루 종일 밥을 못 먹어서 기절할 것 같아요.
"When I returned home from my date, my roommate wanted to know everything that had happened and gave me the third degree.","제가 데이트를 마치고 집에 돌아왔을 때, 룸메이트는 일어난 모든 일을 알고 싶어했고 저에게 장시간에 걸친 심문을 했습니다."
She got her walking papers.,그녀가 해고 통보를 받았다.
"I can't find my wallet and keys, and I'm late for a meeting; I'm in a rush.",지갑과 열쇠를 찾을 수가 없어서 회의에 늦었습니다. 너무 급해서요.
"He loves her so much, and she walks all over him.",그는 그녀를 너무 사랑하지만 그녀는 그를 무시해.
"It's hard to describe what I'm talking about, but a picture is worthe a thousand words.",천 마디의 말보다 한 번 보는 것이 더 낫다.
"He did not want to say no to either of them, so he was just sitting on the fence.",그는 그들 중 누구에게도 거절하고 싶지 않았기 때문에 그냥 결정을 내리지 못하고 있었습니다.
Everyone knows that a stitch in time saves nine.,모든 사람들은 제때의 한 땀이 뒤의 아홉 땀을 던다는 것을 안다.
Don't trust what you hear on the grapevine. Its best to hear it straight from the horse's mouth so you know its true.,소문으로 들은 것을 믿지 마세요. 당신이 그것이 사실이라는 것을 알 수 있도록 당사자의 입을 통해 직접 듣는 것이 가장 좋습니다.
